2.232299437125551123e-02 -1.394103169440441548e-03 2.580053210258448360e-03
2.290711989005433935e-02 -3.718835115424923288e-04 2.258784174919092891e-03
2.533124079306947607e-02 2.782394289971179546e-03 -2.297394871711766484e-03
2.381251444419252294e-02 1.409699320793933452e-03 4.011160731315577266e-03
2.708361734946596044e-02 5.335110425956912650e-04 -3.231995701789891484e-03
2.454267134269105810e-02 8.547800779350467337e-04 -6.034308671951649217e-04
2.550647844870912451e-02 1.059224009514636577e-03 -6.910496950149891404e-04
2.474711527427064794e-02 2.414482831962772025e-04 1.762277483940088985e-03
2.725885500510560888e-02 1.818587183953113140e-03 1.294977068901026485e-03
2.714202990134584326e-02 -6.639462709419063913e-04 4.887349009513819453e-03
2.909885038932191748e-02 1.830357313163943900e-04 -2.501838803291356328e-03
2.556489100058900732e-02 -2.416322827338390766e-03 -1.742475628852879765e-03
2.515600313742982763e-02 -1.043627858161144673e-03 -8.021824955940282109e-03
2.191410650809633154e-02 -7.982075214307826627e-05 -1.771681904792821172e-03
2.390013327201234716e-02 -2.912829518317394673e-03 -6.882780194282567265e-03
2.135918726523744482e-02 -6.096313595771007954e-03 -8.370810747146961717e-04
2.363727678855287451e-02 -6.213138699530773579e-03 -7.204049229621922734e-03
2.135918726523744482e-02 -5.044887661933117329e-03 -2.326601147651707890e-03
2.594457258780824560e-02 -4.022668004035168110e-03 -6.211035847663914922e-03
2.200172533591615576e-02 -3.175686001776867329e-03 -7.786685228348133592e-04
2.737568010886537451e-02 -4.723618626593761860e-03 -3.932946324348485234e-03
2.518520941336976904e-02 -4.314730763434582173e-03 2.025133967399561641e-03
2.684996714194642919e-02 -2.883623242377453266e-03 3.910720348354601583e-05
2.658711065848695654e-02 5.919235944755740775e-04 1.703864932060206172e-03
2.810583700736390966e-02 8.255738019951053275e-04 -2.910726666450536015e-03
2.758012404044496435e-02 1.538294553764529837e-04 -1.158350110054051640e-03
3.055916418631898779e-02 -1.131246685980968891e-03 -6.152623295784032109e-03
2.655790438254701513e-02 -1.131246685980968891e-03 1.090533137321436641e-03
2.690837969382631201e-02 -4.227111935614757954e-03 -5.188816189765965703e-03
2.179728140433656591e-02 -3.555367588996105610e-03 -2.472632527351414922e-03
2.395854582389222998e-02 -2.591560482978039204e-03 -4.108183979988133672e-03
2.138839354117738623e-02 -2.708385586737804829e-03 5.356138944625499221e-04
2.375410189231264013e-02 -4.431555867194347798e-03 -8.109443783760106328e-03
2.036617388327943701e-02 -5.687425732611828266e-03 -7.788174748420750859e-03
2.109633078177797216e-02 -4.635999798773937641e-03 -1.278244793415073133e-02
2.045379271109926123e-02 -4.898856282233410298e-03 -7.771790027621960917e-05
2.246902575095521826e-02 -5.074093937873058735e-03 -1.041525006294286015e-03
2.197251905997621435e-02 -4.694412350653820454e-03 1.470214724540674922e-03
2.649949183066713232e-02 -6.534407734870129048e-03 -1.625650525093114140e-03
2.562330355246889013e-02 -1.802991032599621235e-03 -1.070731282234227422e-03
2.763853659232484716e-02 -1.160452961920910298e-03 -6.532304883003270390e-03
2.550647844870912451e-02 -1.394103169440441548e-03 -9.246999025345203904e-04
2.798901190360414404e-02 -1.102040410041027485e-03 -6.269448399543797734e-03
2.600298513968812841e-02 4.166859388359256400e-04 1.236564517021143672e-03
2.670393576224672216e-02 -2.258521318427852975e-04 -5.480878949165379765e-03
2.489314665397035498e-02 1.246231794365115775e-04 -6.910496950149891404e-04
2.687917341788637060e-02 -4.343937039374523579e-03 -5.714529156684911015e-03
2.375410189231264013e-02 -2.737591862677746235e-03 4.772013425826671096e-04
2.413378347953187841e-02 -1.569340825080089985e-03 -5.626910328865086797e-03
2.319918264945375341e-02 -4.887086153022579538e-04 -1.596444249153172734e-03
2.340362658103334326e-02 1.538294553764529837e-04 -7.291668057441746953e-03
2.109633078177797216e-02 -4.595023393623165475e-04 1.851385831832530471e-04
2.588616003592836279e-02 -3.642986416815929829e-03 -4.984372258186375859e-03
2.357886423667299169e-02 -3.935049176215343891e-03 1.470214724540674922e-03
2.527282824118959326e-02 -4.314730763434582173e-03 -3.932946324348485234e-03
2.188490023215639013e-02 -4.343937039374523579e-03 -1.041525006294286015e-03
2.337442030509340185e-02 -2.241085171698742329e-03 -8.489125370979344609e-03
2.211855043967592138e-02 -1.218865513800793110e-03 -3.290408253669774297e-03
2.477632155021058935e-02 9.541690349657017123e-05 -8.605950474739110234e-03
2.194331278403627294e-02 -8.099776506416134225e-04 6.831347942348742208e-05
2.512679686148988623e-02 -1.160452961920910298e-03 -5.977385640144383672e-03
2.261505713065492529e-02 3.700435161668735873e-05 -1.771681904792821172e-03
2.407537092765199560e-02 -3.701398968695812641e-03 -5.743735432624852422e-03
2.556489100058900732e-02 -6.055337190620235788e-04 1.559323072433116408e-04
2.766774286826478857e-02 -2.649973034857922016e-03 -5.860560536384618047e-03
2.632425417502748388e-02 -7.807713747016720163e-04 3.456241488456690547e-03
2.500997175773012060e-02 5.335110425956912650e-04 -2.414219975471532109e-03
2.325759520133363623e-02 -6.931525468818477975e-04 2.872115969657862422e-03
2.401695837577211279e-02 -6.931525468818477975e-04 -1.333587765693700078e-03
2.080426802237855810e-02 1.176049113274402202e-03 -5.451672673225438359e-03
2.398775209983217138e-02 -8.975964784614376413e-04 -9.861820340156590703e-03
2.311156382163392919e-02 -1.423309445380382954e-03 7.692641019820811721e-04
2.544806589682924169e-02 -2.241085171698742329e-03 -6.503098607063328984e-03
2.503917803367006201e-02 -2.007434964179211079e-03 -7.786685228348133592e-04
2.565250982840883154e-02 2.998608350761600150e-04 -4.721515774726903203e-03
2.264426340659486669e-02 -1.306484341620617329e-03 3.019636869430186721e-04
2.579854120810853857e-02 -2.095053791999035298e-03 -4.546278119087254765e-03
2.308235754569398779e-02 -2.153466343878918110e-03 9.445017576217296096e-04
2.401695837577211279e-02 -2.270291447638683735e-03 -7.058017849922215703e-03
2.585695375998842138e-02 1.117636561394519390e-03 -6.618434190750477342e-04
2.693758596976625341e-02 -6.639462709419063913e-04 -2.238982319831883672e-03
2.372489561637269873e-02 -1.335690617560558735e-03 4.770523905754053828e-03
